evid,origin,longitude,latitude,depth,magnitude,magnitudet,region,author,mode,Unnamed: 10,Unnamed: 11,Unnamed: 12,Unnamed: 13,Unnamed: 14
usp2023hjlv,2023-04-15 18:56:32.288000+00:00,-41185,-18420,0.0,1.7,mR,Tipiti-Ataleia/MG,jroberto,M,,,,,
usp2023hidl,2023-04-15 01:34:55.466000+00:00,-48606,-21093,0.0,1.2,MLv,Pirangi/SP,jroberto,M,,,,,
usp2023hhup,2023-04-14 21:06:56.882000+00:00,-48613,-20962,0.0,2.0,mR,MonteA.Paulista/rg.Zona Rural,jroberto,M,,,,,
usp2023hhck,2023-04-14 11:54:47.702000+00:00,-55952,-17607,0.0,3.1,mR,Nova Esperança/MS,jroberto,M,,,,,
usp2023hezl,2023-04-13 08:08:38.829000+00:00,-40222,-8987,0.0,1.9,mR,Lagoa Grande/PE,jroberto,M,,,,,
usp2023hena,2023-04-13 01:52:23.742000+00:00,-40275,-8956,0.0,2.2,mR,Lagoa Grande/PE,jroberto,M,,,,,
usp2023gzjh,2023-04-10 06:18:30.104000+00:00,-44308,-19433,0.0,2.1,mR,Sete Lagoas/MG,jroberto,M,,,,,
usp2023gxuf,2023-04-09 09:33:39.351000+00:00,-40486,-3618,0.0,1.6,mR,Alcantaras/CE,jroberto,M,,,,,
usp2023gwvk,2023-04-08 21:01:37.082000+00:00,-48593,-20976,0.0,2.4,mR,MonteA.Paulista/rg.zona rural,jroberto,M,,,,,
usp2023gwss,2023-04-08 19:40:01.051000+00:00,-48593,-20976,0.0,2.2,mR,MonteA.Paulista/rg.zona rural,jroberto,M,,,,,
usp2023gvpp,2023-04-08 04:56:53.146000+00:00,-51218,-23089,0.0,2.1,mR,Bela Vista do Paraiso/PR,jroberto,M,,,,,
usp2023gvpn,2023-04-08 04:55:07.861000+00:00,-51224,-23091,0.0,1.8,mR,Bela Vista do Paraiso/PR,jroberto,M,,,,,
usp2023guqn,2023-04-07 16:16:37.616000+00:00,-48511,-21275,0.0,2.1,mR,Monte Alto/SP,cleusa,M,,,,,
usp2023gstj,2023-04-06 15:27:03.872000+00:00,-40581,-3827,0.0,1.9,mR,Carire/CE,jroberto,M,,,,,
usp2023gsbm,2023-04-06 06:24:19.393000+00:00,-48506,-21343,0.0,1.7,mR,Monte Alto/SP,bruno,M,,,,,
usp2023grlf,2023-04-05 22:11:04.356000+00:00,-48537,-21314,0.0,2.1,mR,Monte Alto/SP,bruno,M,,,,,
usp2023grdv,2023-04-05 18:27:54.784000+00:00,-48516,-21249,0.0,2.3,mR,Monte Alto/SP,bruno,M,,,,,
usp2023gqfu,2023-04-05 06:19:28.719000+00:00,-71617,-9462,560.0,5.1,mb,Peru-Brazil Border Region,jroberto,M,,,,,
usp2023gkvt,2023-04-02 07:33:49.943000+00:00,-48599,-20969,0.0,2.2,mR,MonteA.Paulista/rg.zona rural,jroberto,M,,,,,
usp2023gjog,2023-04-01 14:38:45.744000+00:00,-48609,-20984,0.0,2.3,mR,MonteA.Paulista/rg.zona rural,jroberto,M,,,,,
usp2023gjfn,2023-04-01 10:13:37.835000+00:00,-39820,-14097,0.0,2.1,mR,Aiquara/BA,jroberto,M,,,,,
usp2023ggbh,2023-03-30 16:40:58.003000+00:00,-36415,-8816,0.0,2.3,mR,Sao Joao/PE,jroberto,M,,,,,
usp2023gcgy,2023-03-28 14:59:09.008000+00:00,-36743,-9710,0.0,2.0,mR,Arapiraca/AL,jroberto,M,,,,,
usp2023fuyl,2023-03-24 14:44:32.077000+00:00,-40516,-3827,0.0,1.6,mR,Carire/CE,jroberto,M,,,,,
usp2023fuxs,2023-03-24 14:23:14.860000+00:00,-48384,-20157,0.0,2.4,mR,Guaira/SP,jroberto,M,,,,,
usp2023fuab,2023-03-24 02:26:07+00:00,-48480,-21280,0.0,2.1,M,Monte Alto/SP,marcelo,M,,,,,
usp2023fodx,2023-03-20 21:33:52+00:00,-38782,-13399,0.0,2.8,mR,Plataf.Cont.rg. de Valença/BA,jroberto,M,,,,,
usp2023fljh,2023-03-19 08:51:37.605000+00:00,-41728,-13156,0.0,2.9,mR,Piata/BA,jroberto,M,,,,,
usp2023fkun,2023-03-19 01:23:37.671000+00:00,-44362,-3439,0.0,2.6,mR,Itapecuru Mirim/MA,jroberto,M,,,,,
usp2023fjdo,2023-03-18 03:41:49.452000+00:00,-73101,-10102,56.0,4.0,mb,Central Peru,jroberto,M,,,,,
usp2023fimo,2023-03-17 19:06:26.381000+00:00,-39325,-11359,0.0,2.2,mR,Queimadas/BA,jroberto,M,,,,,
usp2023fhlt,2023-03-17 05:34:07.160000+00:00,-40532,-3565,0.0,1.4,mR,Alcantaras/CE,jroberto,M,,,,,
usp2023fhdb,2023-03-17 01:11:07.973000+00:00,-40530,-3236,0.0,2.3,MLv,Uruoca/CE,jroberto,M,,,,,
usp2023fcrv,2023-03-14 14:57:18.248000+00:00,-48665,-21063,0.0,2.2,mR,Pirangi/SP,jroberto,M,,,,,
usp2023fcfe,2023-03-14 08:34:12+00:00,-48665,-21091,0.0,0.8,MLv,Pirangi/SP,jroberto,M,,,,,
usp2023fcbr,2023-03-14 06:47:20.528000+00:00,-48508,-21292,0.0,2.0,mR,Monte Alto/SP,bruno,M,,,,,
usp2023fcbq,2023-03-14 06:46:21.151000+00:00,-48486,-21308,0.0,2.2,mR,Monte Alto/SP,bruno,M,,,,,
usp2023exnz,2023-03-11 19:19:43.801000+00:00,-39521,-3918,0.0,2.6,mR,Tejucuoca/CE,jroberto,M,,,,,
usp2023evko,2023-03-10 15:20:29.857000+00:00,-39425,-10791,0.0,2.2,mR,Nordestina/BA,jroberto,M,,,,,
usp2023evjz,2023-03-10 15:02:54.017000+00:00,-36806,-9704,0.0,2.3,MLv,Craibas/AL,jroberto,M,,,,,
usp2023elly,2023-03-05 04:40:01.936000+00:00,-43125,-19059,0.0,2.1,mR,Carmesia/MG,jroberto,M,,,,,
usp2023eezz,2023-03-01 15:48:14.838000+00:00,-40469,-3677,0.0,2.4,mR,Alcantaras/CE,jroberto,M,,,,,
usp2023ediq,2023-02-28 17:54:21.880000+00:00,-44229,-13481,0.0,2.8,mR,Sao Felix do Coribe/BA,jroberto,M,,,,,
usp2023ebwf,2023-02-27 22:30:27.039000+00:00,-44247,-13495,0.0,3.4,mR,Sao Felix do Coribe/BA,marcelo,M,,,,,
usp2023ebno,2023-02-27 18:07:52.987000+00:00,-40662,-3808,0.0,1.9,mR,Mucambo/CE,jroberto,M,,,,,
usp2023easc,2023-02-27 07:17:09.083000+00:00,-40544,-3589,0.0,1.8,mR,Alcantaras/CE,jroberto,M,,,,,
usp2023dzxo,2023-02-26 20:54:44.068000+00:00,-38343,-12695,0.0,1.9,mR,Camacari/BA,jroberto,M,,,,,
usp2023dydb,2023-02-25 21:24:24.822000+00:00,-40554,-16368,0.0,2.4,mR,Rubim/MG,jroberto,M,,,,,
usp2023duta,2023-02-24 00:56:29.012000+00:00,-40596,-11206,0.0,2.4,mR,Jacobina/BA,jroberto,M,,,,,
usp2023dqqu,2023-02-21 19:16:29.627000+00:00,-39004,-14113,0.0,2.2,mR,Marau/BA,jroberto,M,,,,,
usp2023dqqq,2023-02-21 19:11:20.536000+00:00,-38975,-14080,0.0,2.1,mR,Marau/BA,jroberto,M,,,,,
usp2023dgzn,2023-02-16 12:18:37+00:00,-40546,-16457,0.0,3.4,mR,Rubim/MG,marcelo,M,,,,,
usp2023dfjt,2023-02-15 15:12:31.825000+00:00,-36562,-10083,0.0,2.3,mR,Igreja Nova/AL,jroberto,M,,,,,
usp2023dfhp,2023-02-15 14:07:14.026000+00:00,-36473,-10168,0.0,2.5,mR,Penedo/AL,jroberto,M,,,,,
usp2023dfej,2023-02-15 12:29:45.037000+00:00,-36547,-10095,0.0,2.0,mR,Igreja Nova/AL,jroberto,M,,,,,
usp2023dcca,2023-02-13 19:53:58.772000+00:00,-40513,-11260,0.0,1.9,mR,Jacobina/BA,jroberto,M,,,,,
usp2023ctzh,2023-02-09 09:26:20.037000+00:00,-35130,-5038,0.0,2.2,mR,Plataf.Cont.-Rio do Fogo/RN,jroberto,M,,,,,
usp2023crrs,2023-02-08 03:19:48.898000+00:00,-36050,-8361,0.0,2.0,mR,Sao Caitano/PE,jroberto,M,,,,,
usp2023cqgz,2023-02-07 08:46:31.817000+00:00,-44583,-22140,0.0,2.5,mR,Alagoa/MG,jroberto,M,,,,,
usp2023cnyv,2023-02-06 02:23:26.782000+00:00,-48631,-21095,0.0,2.4,mR,Pirangi/SP,jroberto,M,,,,,
usp2023cnns,2023-02-05 20:45:37.362000+00:00,-40517,-11278,0.0,2.4,mR,Jacobina/BA,jroberto,M,,,,,
usp2023ckog,2023-02-04 05:37:37.085000+00:00,-48496,-21268,0.0,2.3,mR,Monte Alto/SP,jroberto,M,,,,,
usp2023ciqc,2023-02-03 04:17:54.425000+00:00,-60051,-16465,0.0,3.2,mR,Central Bolivia,jroberto,M,,,,,
usp2023cgai,2023-02-01 18:03:27.753000+00:00,-40207,-3974,0.0,2.2,mR,Forquilha/CE,jroberto,M,,,,,
usp2023cett,2023-02-01 01:35:35.559000+00:00,-46699,-21669,0.0,2.9,mR,Divinolandia/SP,bruno,M,,,,,
usp2023ccsh,2023-01-30 22:35:18.952000+00:00,-50181,-21234,0.0,2.4,mR,Brejo Alegre/SP,jroberto,M,,,,,
usp2023cbil,2023-01-30 04:28:48.821000+00:00,-56549,-18962,0.0,3.2,mR,Ladario/MS,jroberto,M,,,,,
usp2023burp,2023-01-26 13:08:32.826000+00:00,-48591,-20989,0.0,2.2,mR,MonteA.Paulista/rg.zona rural,jroberto,M,,,,,
usp2023bpis,2023-01-23 14:58:14.423000+00:00,-45659,-20343,0.0,2.6,mR,Pains/MG,jroberto,M,,,,,
usp2023bozo,2023-01-23 10:20:42+00:00,-48512,-21282,0.0,2.0,mR,Monte Alto/SP,jroberto,M,,,,,
usp2023boke,2023-01-23 02:34:49.219000+00:00,-50072,-6401,0.0,3.9,mR,Canaa dos Carajas/PA,marcelo,M,,,,,
usp2023bkzx,2023-01-21 05:58:28.930000+00:00,-44127,-21090,0.0,1.9,mR,Tiradentes/MG,cleusa,M,,,,,
usp2023bkxo,2023-01-21 04:48:12.039000+00:00,-44176,-21010,0.0,2.5,mR,Tiradentes/MG,marcelo,M,,,,,
usp2023bkwg,2023-01-21 04:08:27+00:00,-44125,-21096,0.0,3.0,mR,Tiradentes/MG,marcelo,M,,,,,
usp2023bdzv,2023-01-17 09:59:25.165000+00:00,-71253,-8095,639.0,4.4,mb,Reg. de Tarauacá/AC,cleusa,M,,,,,
usp2023bcti,2023-01-16 17:33:54.743000+00:00,-40447,-11316,0.0,2.4,MLv,Jacobina/BA,jroberto,M,,,,,
usp2023avrv,2023-01-12 20:51:50.720000+00:00,-40148,-3920,0.0,2.1,mR,Forquilha/CE,jroberto,M,,,,,
usp2023avgv,2023-01-12 15:18:18.078000+00:00,-47786,-17969,0.0,2.4,mR,Catalao/GO,jroberto,M,,,,,
usp2023asbq,2023-01-10 21:15:55.816000+00:00,-56207,-20396,0.0,2.1,mR,Miranda/MS,jroberto,M,,,,,
usp2023apuo,2023-01-09 15:26:08.681000+00:00,-40293,-7622,0.0,2.2,mR,Trindade/PE,jroberto,M,,,,,
usp2023akhc,2023-01-06 14:56:07.770000+00:00,-39324,-10971,0.0,2.0,mR,Nordestina/BA,jroberto,M,,,,,
usp2023ajns,2023-01-06 05:09:22.841000+00:00,-39824,-9855,0.0,2.4,mR,Uaua/BA,jroberto,M,,,,,
usp2023agjs,2023-01-04 11:42:47+00:00,-43980,-19731,0.0,2.7,mR,Sao Jose da Lapa/MG,marcelo,M,,,,,
usp2023aaav,2023-01-01 00:24:38.942000+00:00,-46610,-25363,0.0,2.6,mR,Plataf.Continental SP/PR,jroberto,M,,,,,
usp2022zlma,2022-12-29 00:57:58+00:00,-48983,-12655,0.0,3.4,mR,Talisma/TO,marcelo,M,,,,,
usp2022zjvy,2022-12-28 03:42:30.655000+00:00,-44225,-19506,0.0,2.9,mR,Sete Lagoas/MG,mbianchi,M,,,,,
usp2022zffw,2022-12-25 15:02:54.759000+00:00,-44321,-16705,0.0,2.4,mR,Coracao de Jesus/MG,marcelo,M,,,,,
usp2022yudv,2022-12-19 13:31:07.655000+00:00,-50500,-28113,0.0,2.4,mR,Capao Alto/SC,jroberto,M,,,,,
usp2022ynie,2022-12-15 19:45:05.826000+00:00,-35758,-9482,0.0,2.1,mR,Rio Largo/AL,jroberto,M,,,,,
usp2022ykcm,2022-12-14 01:28:44.741000+00:00,-40498,-11212,0.0,2.1,mR,Jacobina/BA,jroberto,M,,,,,
usp2022yikw,2022-12-13 03:26:27.848000+00:00,-39912,-9850,0.0,2.1,MLv,Uaua/BA,jroberto,M,,,,,
usp2022yigx,2022-12-13 01:25:37.276000+00:00,-44940,-18695,0.0,2.3,mR,Felixlandia/MG,jroberto,M,,,,,
usp2022xzwj,2022-12-08 11:01:48.132000+00:00,-39858,-9918,0.0,2.1,mR,Uaua/BA,jroberto,M,,,,,
usp2022xykb,2022-12-07 15:40:42.527000+00:00,-43532,-19016,0.0,2.3,mR,Conceicao do Mato Dentro/MG,jroberto,M,,,,,
usp2022xwvb,2022-12-06 18:57:27.609000+00:00,-37100,-10066,0.0,1.9,mR,Nossa Senhora de Lourdes/SE,jroberto,M,,,,,
usp2022xulj,2022-12-05 11:47:33.528000+00:00,-39912,-9839,0.0,2.7,mR,Uaua/BA,jroberto,M,,,,,
usp2022xsaq,2022-12-04 04:05:30.658000+00:00,-39916,-9831,0.0,2.0,mR,Uaua/BA,jroberto,M,,,,,
usp2022xrfg,2022-12-03 17:17:21.787000+00:00,-40498,-11251,0.0,2.5,mR,Jacobina/BA,jroberto,M,,,,,
usp2022xove,2022-12-02 09:56:01.028000+00:00,-51251,-16006,0.0,2.8,mR,Montes Claros de Goias/GO,jroberto,M,,,,,
usp2022xnta,2022-12-01 19:41:53.001000+00:00,-39039,-8121,0.0,1.9,mR,Salgueiro/PE,jroberto,M,,,,,
usp2022xitw,2022-11-29 02:27:27.073000+00:00,-35098,-8114,0.0,2.0,mR,Moreno/PE,jroberto,M,,,,,
usp2022xglv,2022-11-27 20:07:12.372000+00:00,-55798,-33672,0.0,3.6,mR,Uruguay,bruno,M,,,,,
usp2022xfqq,2022-11-27 09:24:42.363000+00:00,-36088,-8321,0.0,1.9,mR,Sao Caitano/PE,cleusa,M,,,,,
usp2022xbcy,2022-11-24 21:57:03.052000+00:00,-44182,-18568,0.0,2.9,mR,Presidente Juscelino/MG,cleusa,M,,,,,
usp2022wzpo,2022-11-24 02:02:35.956000+00:00,-44170,-19525,0.0,2.2,mR,Sete Lagoas/MG,bruno,M,,,,,
usp2022wytu,2022-11-23 15:02:48.046000+00:00,-36484,-8826,0.0,1.9,mR,Garanhuns/PE,jroberto,M,,,,,
usp2022wxbh,2022-11-22 16:34:21.140000+00:00,-44010,-19520,0.0,2.1,mR,Matozinhos/MG,jroberto,M,,,,,
usp2022wswj,2022-11-20 09:32:20.837000+00:00,-40311,-11347,0.0,1.7,mR,Rg. de Jacobina/BA,jroberto,M,,,,,
usp2022wskq,2022-11-20 03:36:47.513000+00:00,-50484,-16642,0.0,2.3,mR,Aurilandia/GO,jroberto,M,,,,,
usp2022wcqw,2022-11-11 12:34:46.371000+00:00,-71414,-8722,643.0,5.0,mb,Reg. de Tarauacá/AC,cleusa,M,,,,,
usp2022vsyq,2022-11-06 05:08:44.484000+00:00,-48023,-24689,0.0,1.8,mR,Jacupiranga/SP,jroberto,M,,,,,
usp2022vofr,2022-11-03 15:01:35.062000+00:00,-39328,-10884,0.0,2.3,mR,Nordestina/BA,jroberto,M,,,,,
usp2022vnrs,2022-11-03 07:57:58.192000+00:00,-50619,-5939,0.0,3.4,mR,Parauapebas/PA,bruno,M,,,,,
usp2022vnre,2022-11-03 07:42:22.300000+00:00,-50623,-5939,0.0,3.0,mR,Parauapebas/PA,bruno,M,,,,,
usp2022vkgq,2022-11-01 10:57:41.857000+00:00,-50810,-18056,0.0,2.4,mR,Rio Verde/GO,jroberto,M,,,,,
usp2022vgcd,2022-10-30 04:08:48.934000+00:00,-37783,-4576,0.0,2.0,mR,Reg. de Aracati/CE,jroberto,M,,,,,
usp2022vezh,2022-10-29 13:34:43.143000+00:00,-55931,-16199,0.0,2.9,mR,Barao de Melgaco/MT,jroberto,M,,,,,
usp2022vdik,2022-10-28 15:54:46.909000+00:00,-50002,-27228,0.0,2.2,mR,Pouso Redondo/SC,bruno,M,,,,,
usp2022uwaf,2022-10-24 15:48:54.715000+00:00,-38744,-5710,0.0,2.7,mR,Jaguaretama/CE,jroberto,M,,,,,
usp2022uvyq,2022-10-24 15:00:48.573000+00:00,-36740,-9693,0.0,1.6,mR,Craibas/AL,jroberto,M,,,,,
usp2022uniu,2022-10-19 21:55:29.744000+00:00,-40102,-13999,0.0,2.7,mR,Jequie/BA,jroberto,M,,,,,
usp2022ujpl,2022-10-17 20:43:59.951000+00:00,-35977,-5661,0.0,2.3,mR,Jardim de Angicos/RN,jroberto,M,,,,,
usp2022uhhk,2022-10-16 14:24:20.034000+00:00,-36172,-5401,0.0,2.1,mR,Jandaíra/RN,jroberto,M,,,,,
usp2022uaar,2022-10-12 15:03:29.840000+00:00,-40892,-5059,0.0,2.1,mR,Ipaporanga/CE,jroberto,M,,,,,
usp2022tvsx,2022-10-10 06:35:35.017000+00:00,-52142,-17376,0.0,2.1,mR,Perolandia/GO,jroberto,M,,,,,
usp2022tsyl,2022-10-08 17:58:51.054000+00:00,-40454,-11308,0.0,2.3,mR,Jacobina/BA,jroberto,M,,,,,
usp2022teww,2022-10-01 01:16:41.318000+00:00,-40274,-12625,0.0,1.7,mR,Itaberaba/BA,jroberto,M,,,,,
usp2022taxx,2022-09-28 21:15:37.724000+00:00,-56977,-25822,0.0,3.2,mR,Paraguay,bruno,M,,,,,
usp2022tasd,2022-09-28 18:20:49.130000+00:00,-35779,-8979,0.0,2.1,M,Colonia Leopoldina/AL,jroberto,M,,,,,
usp2022syqv,2022-09-27 15:24:29.068000+00:00,-48063,-25008,0.0,2.0,mR,Cananeia/SP,jroberto,M,,,,,
usp2022syka,2022-09-27 11:58:39.284000+00:00,-51832,-30771,0.0,2.1,mR,Camaqua/RS,jroberto,M,,,,,
usp2022snev,2022-09-21 08:50:54+00:00,-46702,-21677,0.0,2.7,mR,Divinolandia/SP,bruno,M,,,,,
usp2022sdcp,2022-09-15 20:21:32+00:00,-48212,-18744,0.0,2.9,mR,Araguari/MG,marcelo,M,,,,,
usp2022rzwg,2022-09-14 01:44:34.878000+00:00,-59039,-16700,0.0,3.5,mb,Central Bolivia,jroberto,M,,,,,
usp2022rxox,2022-09-12 19:45:39.088000+00:00,-37084,-8538,0.0,2.0,mR,Buique/PE,jroberto,M,,,,,
usp2022rxoh,2022-09-12 19:27:13.473000+00:00,-40635,-3772,0.0,2.1,mR,Mucambo/CE,jroberto,M,,,,,
usp2022rnpb,2022-09-07 08:28:41.480000+00:00,-40359,-8880,0.0,2.4,mR,Lagoa Grande/PE,jroberto,M,,,,,
usp2022recp,2022-09-02 03:57:41.991000+00:00,-52949,-16484,0.0,2.8,mR,Ribeiraozinho/MT,jroberto,M,,,,,
usp2022rcnn,2022-09-01 07:12:35.975000+00:00,-55693,-12566,0.0,2.9,mR,Sorriso/MT,jroberto,M,,,,,
usp2022qnxi,2022-08-24 07:08:00.872000+00:00,-37536,-6187,0.0,1.9,mR,Belem do Brejo do Cruz/PB,jroberto,M,,,,,
usp2022qkvt,2022-08-22 14:55:53.088000+00:00,-44079,-19565,0.0,2.2,mR,Matozinhos/MG,jroberto,M,,,,,
usp2022qeyq,2022-08-19 09:33:16.061000+00:00,-39859,-9755,0.0,2.5,mR,Uaua/BA,jroberto,M,,,,,
usp2022pway,2022-08-14 12:30:36.508000+00:00,-51646,-15318,0.0,3.3,mR,Araguaiana/MT,jroberto,M,,,,,
usp2022plxa,2022-08-08 23:09:47.955000+00:00,-35786,-5447,0.0,2.1,mR,Rg. de João Câmara/RN,jroberto,M,,,,,
usp2022piqe,2022-08-07 04:17:32.867000+00:00,-39817,-9853,0.0,2.0,mR,Uaua/BA,jroberto,M,,,,,
usp2022piqb,2022-08-07 04:14:26.057000+00:00,-41558,-18220,0.0,1.9,mR,Pescador/MG,jroberto,M,,,,,
usp2022pgdq,2022-08-05 19:41:48.797000+00:00,-36761,-9613,0.0,1.5,mR,Craibas/AL,jroberto,M,,,,,
usp2022pfsk,2022-08-05 14:01:27.463000+00:00,-35828,-7286,0.0,1.9,mR,Campina Grande/PB,jroberto,M,,,,,
usp2022pdqg,2022-08-04 10:39:29.626000+00:00,-44831,-20128,0.0,2.5,mR,Divinopolis/MG,jroberto,M,,,,,
usp2022pcdi,2022-08-03 14:59:15.088000+00:00,-40457,-3906,0.0,2.9,mR,Carire/CE,jroberto,M,,,,,
usp2022oxpu,2022-08-01 03:36:25.917000+00:00,-44899,-18760,0.0,1.9,mR,Felixlandia/MG,jroberto,M,,,,,
usp2022oxoo,2022-08-01 02:59:33.139000+00:00,-35099,-5335,0.0,2.1,mR,Plataforma Continental/RN,jroberto,M,,,,,
usp2022oxab,2022-07-31 19:39:58.880000+00:00,-35112,-5256,0.0,2.4,mR,Plataf. Cont. em frente a Rio do Fogo/RN,jroberto,M,,,,,
usp2022owzk,2022-07-31 19:19:54.591000+00:00,-34445,-4680,0.0,2.1,mR,Margem Continental/RN,jroberto,M,,,,,
usp2022owyy,2022-07-31 19:05:29.227000+00:00,-35195,-5400,0.0,3.7,mR,Plat.Cont./Maxaranguape/RN,jroberto,M,,,,,
usp2022ovug,2022-07-31 03:34:46.538000+00:00,-35292,-5280,0.0,2.4,mR,Plataf. Cont. em frente a Rio do Fogo/RN,jroberto,M,,,,,
usp2022otlf,2022-07-29 20:44:51.661000+00:00,-44244,-19497,0.0,2.9,mR,Sete Lagoas/MG,bruno,M,,,,,
usp2022opnt,2022-07-27 17:29:07.617000+00:00,-35695,-8506,0.0,2.1,mR,Bonito/PE,jroberto,M,,,,,
usp2022olrr,2022-07-25 14:56:05.887000+00:00,-44254,-19485,0.0,2.2,mR,Sete Lagoas/MG,jroberto,M,,,,,
usp2022ojja,2022-07-24 08:17:08.163000+00:00,-71375,-8968,613.0,4.4,mb,Western Brazil AM/AC,jroberto,M,,,,,
usp2022oegv,2022-07-21 13:30:06.252000+00:00,-40137,-8931,0.0,2.5,mR,Lagoa Grande/PE,jroberto,M,,,,,
usp2022nzpy,2022-07-19 00:25:20.224000+00:00,-43118,-25360,0.0,3.2,mR,Margem Continental/PR,jroberto,M,,,,,
usp2022ntxb,2022-07-15 21:12:26.770000+00:00,-48171,-24661,0.0,2.3,mR,Cajati/SP,jroberto,M,,,,,
usp2022npxl,2022-07-13 16:51:13.160000+00:00,-52236,-27230,0.0,2.5,mR,Ita/SC,jroberto,M,,,,,
usp2022nlvl,2022-07-11 11:17:20.951000+00:00,-40498,-11190,0.0,1.2,MLv,Jacobina/BA,jroberto,M,,,,,
usp2022nlpg,2022-07-11 08:09:39.046000+00:00,-45434,-18654,0.0,1.8,mR,Morada Nova de Minas/MG,jroberto,M,,,,,
usp2022nlax,2022-07-11 00:55:29.899000+00:00,-42853,-25320,0.0,3.2,mR,South Atlantic Ocean,marcelo,M,,,,,
usp2022ngyy,2022-07-08 19:22:26.484000+00:00,-40233,-3896,0.0,2.1,MLv,Forquilha/CE,jroberto,M,,,,,
usp2022ndxn,2022-07-07 03:15:45.483000+00:00,-40405,-11351,0.0,1.9,mR,Jacobina/BA,jroberto,M,,,,,
usp2022nbzz,2022-07-06 02:14:12.498000+00:00,-59617,-15383,0.0,2.8,mR,Pontes e Lacerda/MT,jroberto,M,,,,,
usp2022mvxz,2022-07-02 18:24:02.107000+00:00,-58926,-15369,0.0,2.7,mR,Jauru/MT,jroberto,M,,,,,
usp2022msas,2022-06-30 15:13:44.794000+00:00,-39258,-10913,0.0,2.4,mR,Quijingue/BA,jroberto,M,,,,,
usp2022mqpz,2022-06-29 20:40:23.083000+00:00,-50128,-20794,0.0,2.4,mR,Gastao Vidigal/SP,jroberto,M,,,,,
usp2022mnui,2022-06-28 07:28:33.649000+00:00,-44047,-19362,0.0,2.2,mR,Funilandia/MG,marcelo,M,,,,,
usp2022mnmj,2022-06-28 03:27:12.673000+00:00,-50410,-346,0.0,3.4,mR,Afua/PA,jroberto,M,,,,,
usp2022mmqk,2022-06-27 16:21:30.179000+00:00,-59213,-15392,0.0,2.7,mR,Vale de Sao Domingos/MT,marcelo,M,,,,,
usp2022mmal,2022-06-27 08:16:38.566000+00:00,-44228,-19503,0.0,2.5,mR,Sete Lagoas/MG,jroberto,M,,,,,
usp2022mlmh,2022-06-27 01:08:19.913000+00:00,-44246,-19488,0.0,2.0,mR,Sete Lagoas/MG,jroberto,M,,,,,
usp2022mkgy,2022-06-26 09:17:18.117000+00:00,-57641,-11712,0.0,2.8,mR,Porto dos Gauchos/MT,jroberto,M,,,,,
usp2022mevo,2022-06-23 09:52:22.041000+00:00,-39492,-9832,0.0,1.9,mR,Uaua/BA,jroberto,M,,,,,
usp2022mcfz,2022-06-21 23:43:23.057000+00:00,-48609,-20953,0.0,2.0,mR,MonteA.Paulista/rg.zona rural,jroberto,M,,,,,
usp2022lufo,2022-06-17 14:24:45.086000+00:00,-43952,-20084,0.0,2.3,mR,Ibirite/MG,jroberto,M,,,,,
usp2022ltfy,2022-06-17 01:29:14.905000+00:00,-44252,-19492,0.0,1.5,mR,Sete Lagoas/MG,jroberto,M,,,,,
usp2022ltei,2022-06-17 00:40:26.691000+00:00,-48624,-20953,0.0,1.7,mR,MonteA.Paulista/rg.zona rural,jroberto,M,,,,,
usp2022lrtp,2022-06-16 06:06:26.681000+00:00,-44733,-18958,0.0,1.9,mR,Felixlandia/MG,cleusa,M,,,,,
usp2022lqen,2022-06-15 09:21:05.723000+00:00,-44742,-18834,0.0,3.0,mR,Felixlandia/MG,jroberto,M,,,,,
usp2022lpmm,2022-06-15 00:14:27+00:00,-44027,-19497,0.0,2.1,mR,Reg. de Matozinhos-MG,jroberto,M,,,,,
usp2022leqx,2022-06-09 01:58:30.842000+00:00,-44755,-20181,0.0,1.6,mR,Carmo do Cajuru/MG,jroberto,M,,,,,
usp2022leoe,2022-06-09 00:36:28.020000+00:00,-42599,-19252,0.0,2.1,mR,Mesquita/MG,cleusa,M,,,,,
usp2022lcvf,2022-06-08 01:53:28.513000+00:00,-71270,-9150,611.7,5.1,mb,Peru-Brazil Border Region,cleusa,M,,,,,
usp2022lcti,2022-06-08 00:55:45.357000+00:00,-71342,-9131,615.0,6.5,mB,Peru-Brazil Border Region,cleusa,M,,,,,
usp2022labv,2022-06-06 13:49:11.429000+00:00,-44223,-19497,0.0,2.0,mR,Sete Lagoas/MG,jroberto,M,,,,,
usp2022kvmo,2022-06-04 01:33:49.920000+00:00,-49542,-13498,0.0,2.9,mR,Novo Planalto/GO,jroberto,M,,,,,
usp2022kqli,2022-06-01 07:15:40.223000+00:00,-44710,-19034,0.0,2.2,mR,Região de Pompéu/MG,jroberto,M,,,,,
usp2022kqdm,2022-06-01 03:17:34.109000+00:00,-44197,-19510,0.0,2.2,mR,Prudente de Morais/MG,marcelo,M,,,,,
usp2022koct,2022-05-31 00:38:58.087000+00:00,-44248,-19448,0.0,2.2,mR,Sete Lagoas/MG,jroberto,M,,,,,
usp2022knmd,2022-05-30 16:15:38.952000+00:00,-44252,-19454,0.0,1.9,mR,Sete Lagoas/MG,jroberto,M,,,,,
usp2022knjs,2022-05-30 15:01:47.954000+00:00,-44260,-19480,0.0,2.1,mR,Sete Lagoas/MG,jroberto,M,,,,,
